,S.No,Protein,Fat,vitaminC,Fibre,Product,clusters
239,240,0.5072000520000001,0.08228474599999999,2.496238896,1.756568495,"Cereals ready-to-eat, granola, homemade",2
240,241,0.308140845,0.7841576709999999,0.380985988,1.056843118,"Crackers, cheese, regular",1
241,242,0.002174767,0.561461534,1.4479026069999998,0.18954906800000001,"Crackers, cheese, sandwich-type with cheese filling",1
242,243,0.7189731090000001,0.6907576259999999,0.077892855,0.234772287,"Crackers, cream, Gamesa Sabrosas",1
243,244,0.950651393,0.463349302,0.176338689,0.178614067,"Crackers, melba toast, rye (includes pumpernickel)",1
244,245,1.8648756569999998,1.162104247,2.258283714,1.262883925,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS flakes",2
245,246,0.248236581,0.451420789,1.388459169,1.222270473,"Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches",1
246,247,0.324995711,0.37256849799999997,0.24166972,0.130158146,"Crackers, rusk toast",1
247,248,0.796912176,1.158412423,2.201457355,0.8307668840000001,"Cereals ready-to-eat, POST, COCOA PEBBLES",2
248,249,0.28374542199999997,0.301960371,0.962093031,0.419412148,"Crackers, rye, wafers, seasoned",1
249,250,2.409157833,1.16092515,1.5712339730000002,2.19879387,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches",3
250,251,0.801380612,0.696465861,1.120600099,0.686196604,"Crackers, saltines, whole wheat (includes multi-grain)",1
251,252,0.422787051,0.540900487,0.107611144,0.326987317,"Crackers, standard snack-type, regular",1
252,253,1.529822263,1.5298003830000002,0.795810592,1.119061637,"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",3
253,254,0.625844649,1.524766384,0.46458303700000003,0.607820461,"Crackers, standard snack-type, sandwich, with cheese filling",3
254,255,1.2488219440000001,2.39925511,0.197302686,0.911315412,"Fat, beef tallow",3
255,256,0.641006678,0.06586888,0.297707143,0.264637144,"Crackers, standard snack-type, sandwich, with peanut butter filling",1
256,257,0.326662715,0.098167085,1.228061165,1.103358751,"Crackers, wheat, regular",1
257,258,1.337138137,1.774686824,0.859164563,0.8126152959999999,"Frankfurter, meat",3
258,259,0.711073875,1.263288027,0.9956518190000001,1.21129001,"Cereals ready-to-eat, POST, Honeycomb Cereal",1
259,260,0.904101478,1.444113551,0.47763971,0.623037547,"Frankfurter, pork",3
260,261,0.892846853,0.888899876,1.516457731,0.765423933,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",1
261,262,1.356450053,1.245187275,1.1590780109999999,1.859466326,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",3
262,263,0.701873317,0.293683967,1.002342427,1.6085208119999999,"Cereals ready-to-eat, QUAKER Oatmeal Squares, Golden Maple",1
263,264,1.685492054,0.026617868,1.223728457,1.644000366,"Cereals ready-to-eat, QUAKER, Maple Brown Sugar LIFE Cereal",1
264,265,1.416824165,0.986554932,0.315996061,0.8591145920000001,"Game meat , bison, top sirloin, separable lean only, 1"" steak, cooked, broiled",3
265,266,0.971259113,1.3450399519999998,0.33727757700000005,0.48377146600000004,"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",3
266,267,0.164886552,0.204220796,2.393035147,1.531795546,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",2
267,268,0.03767115,0.8185952320000001,1.269977656,1.055808697,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",1
268,269,0.066824957,0.385070359,1.224002146,1.0153962970000001,"Crackers, wheat, sandwich, with cheese filling",1
269,270,0.32283185,0.763244415,0.553792166,0.106885798,"Crackers, wheat, sandwich, with peanut butter filling",1
270,271,0.37197875700000005,0.115237916,0.305525085,0.664891106,"Cream puff, eclair, custard or cream filled, iced",1
271,272,0.49904653299999996,0.268119983,1.1174446470000001,1.626555327,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",1
272,273,1.205987437,1.259270363,0.475582338,1.094061113,"Game meat, bison, ground, cooked, pan-broiled",3
273,274,0.210683803,0.111601174,0.954854997,1.556870355,"Cereals ready-to-eat, rice, puffed, fortified",1
274,275,0.9535557379999999,1.131255576,0.000152273,0.954872409,"Croissants, apple",1
275,276,0.648791808,0.210094953,1.788845842,3.1029717239999997,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt",2
276,277,0.18360587899999997,0.42769127100000004,0.318651993,1.691259893,"Croissants, butter",1
277,278,0.914791052,1.788800196,0.7803766329999999,1.59801287,"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",3
278,279,0.812061679,0.557489885,1.5516585669999998,1.077708837,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",1
279,280,0.7163410159999999,0.375777786,0.09695439,0.365339959,"Croissants, cheese",1
280,281,0.453780525,0.008322336,0.6357067820000001,0.316892868,"Croutons, plain",1
281,282,1.7261953030000001,0.47662989299999997,0.571209864,1.028174784,"Croutons, seasoned",1
282,283,1.53785643,0.5851141329999999,1.199545881,0.304563611,"Crustaceans, crab, queen, cooked, moist heat",1
283,284,1.928562923,0.031039207000000003,1.6977724859999999,0.348109868,"Crustaceans, spiny lobster, mixed species, cooked, moist heat",1
284,285,3.353428627,1.191192367,1.538774593,0.295192415,"Game meat, bison, top round, separable lean only, 1"" steak, cooked, broiled",3
285,286,1.7907453080000002,2.2949322,0.456830003,0.586493874,"Game meat, bison, top sirloin, separable lean only, trimmed to 0"" fat, raw",3
286,287,0.209107415,0.011559729,0.103702614,0.386961724,"Danish pastry, cheese",1
287,288,1.369287725,1.2315259440000002,1.125810433,0.5915292839999999,"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",3
288,289,0.12020983699999999,0.275333631,0.363271333,0.160830866,"Danish pastry, cinnamon, enriched",1
289,290,0.721526297,0.9980266170000001,0.873692725,0.7086009790000001,"Fish, bluefish, cooked, dry heat",1
290,291,1.105634633,0.7344038420000001,0.795552574,0.31974821600000003,"Fish, bluefish, raw",1
291,292,0.424479089,0.095621137,0.201639138,1.703700583,"Fish, burbot, cooked, dry heat",1
292,293,0.143669865,1.250782576,1.648840615,0.520422609,"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt",1
293,294,1.043902659,0.224278248,1.1327992690000002,0.740580905,"Fish, cisco, raw",1
294,295,1.370607045,1.127657167,1.7952551630000002,1.364115763,"Cereals, CREAM OF RICE, cooked with water, with salt",2
295,296,0.117424468,0.7106296259999999,0.513385661,1.1739250970000001,"Fish, cisco, smoked",1
296,297,0.976318198,1.1318340759999999,0.09026790400000001,1.2316344190000001,"Fish, cod, Atlantic, canned, solids and liquid",1
297,298,0.652809851,0.9735986459999999,1.131166177,0.45557137700000006,"Fish, cod, Pacific, raw (may have been previously frozen)",1
298,299,1.87869389,0.108161508,0.29354708,0.41779323,"Fish, flatfish (flounder and sole species), cooked, dry heat",1
299,300,0.558874736,0.71209483,0.385256455,1.8464991219999998,"Cereals, CREAM OF RICE, dry",1
300,301,0.585670253,0.769320819,0.257799662,2.189349525,"Cereals, CREAM OF WHEAT, instant, dry",1
301,302,2.072761904,2.1334830869999997,1.8441685319999999,1.92659206,"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",3
302,303,0.259064901,1.076730242,1.60119034,1.038442866,"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt",1
303,304,0.768895326,0.38260288,0.132116445,0.331026333,"Fish, flatfish (flounder and sole species), raw",1
304,305,0.6960602090000001,1.0199343459999999,0.019482044,1.3976572569999999,"Fish, grouper, mixed species, cooked, dry heat",1
305,306,0.023891901,0.459956642,2.482256457,1.8976579930000002,"Cereals, MALT-O-MEAL, chocolate, dry",2
306,307,0.32841488399999996,0.44974612799999997,0.977859916,1.290827965,"Cereals, oats, instant, fortified, with raisins and spice, prepared with water",1
307,308,1.119588168,0.18813986800000002,0.8907415259999999,1.364155953,"Cereals, QUAKER, Instant Oatmeal Organic, Regular",1
308,309,0.418019246,0.273823977,1.072464979,0.091930201,"Fish, grouper, mixed species, raw",1
309,310,0.904724091,1.320003895,0.691097515,0.43736217200000005,"Game meat, elk, ground, cooked, pan-broiled",3
310,311,1.8360523480000002,1.169472748,0.047669157999999996,0.36079094700000003,"Game meat, elk, round, separable lean only, cooked, broiled",3
311,312,1.59080038,0.9682110070000001,0.17186341300000002,0.9435881890000001,"Guinea hen, meat only, raw",3
312,313,0.08928410199999999,0.35310352899999997,0.627397034,1.451651847,"Fish, haddock, raw",1
313,314,0.777078776,0.7340076,0.001048238,0.30625187800000003,"Fish, herring, Atlantic, pickled",1
314,315,0.446958677,1.469365021,0.6801629509999999,0.49567439399999996,"Fish, herring, Atlantic, raw",3
315,316,0.723619879,0.5457294460000001,1.016492489,1.5850307369999999,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",1
316,317,0.095030953,0.468644154,0.21716297,0.605184539,"Fish, herring, Pacific, raw",1
317,318,1.17974938,0.35473526,2.180108935,1.50343945,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",2
318,319,1.7601976480000001,1.395459084,1.875054363,0.9725946790000001,"Ham, honey, smoked, cooked",2
319,320,0.834564863,0.9414318159999999,0.464636865,1.559814431,"Fish, lingcod, cooked, dry heat",1
320,321,1.395439492,0.491030407,0.92134354,1.066192603,"Fish, mackerel, jack, canned, drained solids",1
321,322,2.480661734,1.606041529,0.449424418,0.17092875899999999,Hormel Pillow Pak Sliced Turkey Pepperoni,3
322,323,0.24333203,0.816011884,0.247222881,0.11321711400000001,"Fish, mackerel, spanish, raw",1
323,324,0.857215576,0.687059051,0.42290384299999995,0.9184264529999999,"Fish, mahimahi, cooked, dry heat",3
324,325,0.047128284000000006,0.30862397399999997,0.141971345,0.617974745,"Fish, ocean perch, Atlantic, cooked, dry heat",1
325,326,0.7838268620000001,0.8166921509999999,0.028103686,0.011052953,"Fish, ocean perch, Atlantic, raw",1
326,327,0.7426693209999999,0.730744483,3.653258333,0.9371938,"Cereals, WHEATENA, cooked with water",2
327,328,1.07148311,2.298412753,1.252551785,0.847595972,"Kielbasa, Polish, turkey and beef, smoked",3
328,329,0.44571704,0.077291578,0.10741210000000001,1.665638971,"Fish, pike, northern, cooked, dry heat",1
329,330,0.058172589000000004,0.5815368439999999,0.980618517,0.142303256,"Fish, pollock, Alaska, cooked",1
330,331,1.4776428999999998,1.291006546,1.10745877,1.228872889,"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, cooked",3
331,332,0.38599365,0.505773296,0.5505179960000001,0.714907407,"Fish, roe, mixed species, cooked, dry heat",1
332,333,1.3962924330000002,1.3595561919999999,0.6885894690000001,0.446847614,"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, raw",3
333,334,0.135496803,0.08599558199999999,0.142245399,1.037964795,"Fish, salmon, chum, cooked, dry heat",1
334,335,0.39472847200000005,0.093845742,1.126778281,0.798654175,"Fish, salmon, coho, wild, cooked, moist heat",1
335,336,1.345348323,0.643632487,2.158668608,1.061330022,"Cheese food, pasteurized process, American, vitamin D fortified",2
336,337,1.54781436,0.065899795,1.461641147,2.50661568,"Cheese spread, pasteurized process, American",2
337,338,0.056277297999999996,0.966009777,1.021434149,1.049017206,"Fish, salmon, pink, canned, drained solids",1
338,339,1.7341223140000002,1.036613145,0.485567081,1.440618236,"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",3
339,340,0.6882134659999999,1.723768281,2.87502394,2.032351512,"Cheese substitute, mozzarella",2
340,341,0.659118853,0.056801957,1.6918334769999999,0.9261259270000001,"Cheese, American, nonfat or fat free",1
341,342,1.4944306619999999,0.007811505,1.245842075,0.9246503359999999,"Fish, salmon, pink, canned, without salt, solids with bone and liquid",1
342,343,0.424543102,1.243505605,1.6509705030000001,1.3078249690000001,"Cheese, blue",1
343,344,0.894612686,1.034788906,2.051392908,1.81177843,"Cheese, camembert",2
344,345,0.868919283,0.042361418,0.407855474,1.9271562569999998,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",1
345,346,0.876615858,0.189283218,0.15244971400000001,0.808462479,"Fish, scup, cooked, dry heat",1
346,347,0.09475278,1.740765874,1.118787128,1.27491821,"Cheese, cottage, creamed, large or small curd",3
347,348,0.352924167,0.16579545699999998,0.580385111,0.821710574,"Fish, seatrout, mixed species, cooked, dry heat",1
348,349,0.5953517979999999,1.486899929,0.541291842,0.774017609,"Fish, swordfish, cooked, dry heat",3
349,350,0.537034825,0.467838606,0.22930199399999998,0.997824699,"Fish, tilapia, raw",1
350,351,1.0345671159999998,1.3490178290000001,0.9152834990000001,0.6814813470000001,"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",3
351,352,0.37381856,1.213828695,1.482607622,0.14972708199999998,"Fish, trout, mixed species, cooked, dry heat",1
352,353,0.645760683,0.9506278359999999,1.343295769,1.427341499,"Cheese, cottage, creamed, with fruit",1
353,354,1.010405993,0.978601095,2.0626707840000003,1.675532297,"Cheese, cottage, lowfat, 1% milkfat",2
354,355,0.7230010720000001,0.23442026,1.756695451,1.2266966879999999,"Cheese, cottage, lowfat, 2% milkfat",1
355,356,1.106633257,2.377273191,1.176837528,1.421219842,"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, cooked, braised",3
356,357,0.6193283820000001,0.445615145,0.48335628700000005,0.9560431970000001,"Fish, trout, rainbow, farmed, cooked, dry heat",1
357,358,0.737848637,0.9480936759999999,0.859235865,1.157603432,"Fish, tuna, skipjack, fresh, cooked, dry heat",3
358,359,0.6721405640000001,0.48280460399999997,0.077542282,0.092740895,"Fish, tuna, white, canned in oil, drained solids",1
359,360,0.7855306479999999,1.297467117,1.372937532,0.931344078,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",1
360,361,1.6557963390000001,1.021145489,1.617285043,0.978670206,"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, raw",2
361,362,0.64161747,0.68256088,2.5455850719999997,1.955590924,"Cheese, cream",2
362,363,1.228737901,0.15409334800000002,0.084638903,0.529664409,"Fish, wolffish, Atlantic, raw",1
363,364,0.8386204629999999,2.731940592,0.7741694109999999,0.47049645,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",3
364,365,1.393677237,0.97351711,0.789027079,0.554774807,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, broiled",3
365,366,0.7131101240000001,0.482492951,0.962861753,0.23363018600000002,"Fish, yellowtail, mixed species, cooked, dry heat",1
366,367,0.8406049329999999,0.603999159,1.078815965,0.899671531,"Focaccia, Italian flatbread, plain",1
367,368,0.7187850859999999,0.186504705,0.810992776,1.212017261,"Garlic bread, frozen",1
368,369,0.93344488,0.404214616,1.060731176,1.766182921,"Cheese, feta",1
369,370,1.8791967530000002,1.311048286,1.90392835,2.908064655,"Cheese, mexican, queso chihuahua",2
370,371,0.7825640540000001,0.325174474,1.662968724,2.64026022,"Cheese, mozzarella, low moisture, part-skim",2
371,372,0.10093477099999999,0.922692753,1.801641146,1.784856959,"Cheese, mozzarella, whole milk",1
372,373,0.567439537,0.5630075720000001,0.9537036520000001,0.68654306,"George Weston Bakeries, Brownberry Sage and Onion Stuffing Mix, dry",1
373,374,0.771282735,0.227462053,0.24241897199999998,0.750226471,"Gravy, beef, canned, ready-to-serve",1
374,375,0.803120154,0.289164787,0.283527387,0.032206191,"Gravy, brown instant, dry",1
375,376,0.505189633,0.9206396090000001,0.262116421,0.223477688,"Heinz, Weight Watcher, Chocolate Eclair, frozen",1
376,377,0.5774103,0.408390085,1.237057353,0.621143453,"Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA",1
377,378,1.255778977,1.149660366,1.084049781,0.534898182,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, raw",3
378,379,0.46039114,0.620635477,0.852301842,1.223194946,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA",1
379,380,0.966979748,1.052405712,0.9442938940000001,0.853209962,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, ready-to-feed, with ARA and DHA",3
380,381,0.153549462,1.432264292,2.783024425,1.680253465,"Cheese, muenster",2
381,382,1.4897087530000002,0.9987304640000001,1.093398868,0.01929402,"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, cooked, roasted",3
382,383,0.978673756,0.602815808,1.983892576,1.174462556,"Cheese, neufchatel",1
383,384,0.981638542,0.291438104,0.270961988,1.251382643,"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA",1
384,385,1.22355944,0.37097357299999995,1.110374421,0.572864293,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, ready-to-feed",1
385,386,0.7601100059999999,0.7720585259999999,0.439604881,0.329446752,"Infant formula, GERBER, GOOD START 2 Soy, with iron, ready-to-feed",1
386,387,0.802646228,0.37805970899999997,0.027316765,1.129268953,"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed",1
387,388,0.54120235,1.365001551,1.551998486,0.16916709,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 24 calories, ready-to-feed",1
388,389,0.9112370879999999,1.2176994190000001,0.599141605,0.532299779,"Keebler, Keebler Chocolate Graham SELECTS",3
389,390,0.589555203,1.803811829,1.25308046,1.496633689,"Cheese, parmesan, grated",3
390,391,0.410906341,1.860538478,0.26630069,0.857133225,"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, raw",3
391,392,0.884020026,0.734930278,0.197557493,1.10598022,"Keikitos (muffins), Latino bakery item",1
392,393,0.765416084,0.744825918,0.612725513,0.276163754,"Martha White Foods, Martha White's Buttermilk Biscuit Mix, dry",1
393,394,1.097333795,0.548669458,0.242935603,1.048766801,"Martha White Foods, Martha White's Chewy Fudge Brownie Mix, dry",1
394,395,1.15723593,1.456741702,1.090161468,1.162311162,"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",3
395,396,0.893233946,0.705185128,2.0249426130000003,1.454507103,"Cheese, pasteurized process, American, fortified with vitamin D",1
396,397,0.495518442,0.056332242000000005,0.820180956,0.573030695,"Mckee Baking, Little Debbie Nutty Bars, Wafers with Peanut Butter, Chocolate Covered",1
397,398,2.332993259,2.309512605,1.141886923,1.079556274,"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, raw",3
398,399,1.528657613,1.064281959,1.5831420059999999,0.12127056900000001,"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, cooked, roasted",3
399,400,0.563454407,0.402196479,0.19119370600000002,0.030211007,"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",1
400,401,0.6825614999999999,0.096671035,0.69359057,0.252187271,"Mollusks, mussel, blue, raw",1
401,402,0.79712043,0.156297664,0.645282984,0.8642076740000001,"Mollusks, octopus, common, raw",1
402,403,0.45108328,0.8591304959999999,0.032185862999999995,1.553525255,"Mollusks, oyster, eastern, cooked, breaded and fried",1
403,404,1.0832011879999999,1.569347979,0.383935614,0.517018866,"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, raw",3
404,405,0.8458028740000001,1.7432417619999998,0.937252787,0.27986971899999996,"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, raw",3
405,406,0.7373102229999999,0.21341682899999997,0.363145247,0.063504326,"Mollusks, oyster, eastern, farmed, raw",1
406,407,1.477759459,1.11626961,1.730484471,0.913797602,"Cheese, pasteurized process, swiss",2
407,408,1.197082588,0.5692522320000001,1.44559449,1.981146532,"Cheese, provolone",2
408,409,0.551119193,0.409888029,1.264120844,1.368968573,"Cheese, ricotta, part skim milk",1
409,410,0.39655232799999995,0.7197567029999999,1.470618664,1.599660162,"Cheese, ricotta, whole milk",1
410,411,2.623048265,1.74093189,0.068246366,0.056180743,"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, grilled",3
411,412,0.728211512,1.133974738,1.797660181,1.962998546,"Cheese, swiss",2
412,413,0.98827371,1.6941762919999999,1.668896235,1.8971839190000002,"Cherries, sour, red, canned, light syrup pack, solids and liquids",2
413,414,0.721472016,0.7357895459999999,1.599140794,1.358640195,"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",1
414,415,0.7294869209999999,1.0884938370000001,0.108578095,0.233929503,"Mollusks, oyster, eastern, wild, cooked, dry heat",1
415,416,0.125100284,1.4125091159999998,0.735626465,0.457825741,"Mollusks, oyster, eastern, wild, cooked, moist heat",1
416,417,2.051077929,2.410203895,1.4818293130000002,0.5535634,"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw",3
417,418,1.217893174,0.614072898,0.828630827,0.418516615,"Mollusks, oyster, Pacific, raw",1
418,419,0.843153769,0.319486375,1.094232664,0.719771908,"Muffin, blueberry, commercially prepared, low-fat",1
419,420,0.59643882,0.13728957,1.378916854,0.709700317,"Muffins, English, mixed-grain (includes granola)",1
420,421,1.398866166,2.233300351,0.6127524000000001,0.9110521079999999,"Lamb, Australian, imported, fresh, separable fat, raw",3
421,422,0.897214807,1.548729469,0.787084566,0.279230066,"Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8"" fat, cooked, broiled",3
422,423,1.254872101,2.228955317,0.261137739,1.853307786,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",3
423,424,0.8496951770000001,0.073117516,0.834985478,0.432627249,"Nabisco, Nabisco Grahams Crackers",1
424,425,0.208182089,0.29644125600000004,1.01377311,1.747280991,"Cherries, sweet, canned, water pack, solids and liquids",1
425,426,1.834351308,0.728440242,0.366499872,0.866461941,"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, raw",3
426,427,1.6925339590000001,1.4077659809999998,0.627858172,2.030440629,"Lamb, Australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8"" fat, raw",3
427,428,0.812409433,0.365967282,0.18358140899999997,0.383345531,"Nabisco, Nabisco Oreo Crunchies, Cookie Crumb Topping",1
428,429,1.477369755,0.552575626,1.051798993,1.3425938990000001,"Cherries, sweet, raw",1
429,430,0.28142875100000003,0.718321416,0.99700071,0.536271494,"Nabisco, Nabisco Ritz Crackers",1
430,431,0.800346131,3.677416894,0.481411121,2.52726116,"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",3
431,432,0.255700184,0.503334912,0.585418479,2.010437502,"Chicory roots, raw",1
432,433,0.805174045,0.51846318,2.085646854,0.855183955,"Chicory, witloof, raw",1
433,434,0.017301728,0.39530384399999996,1.5545448080000002,0.734775513,"Pancakes, buckwheat, dry mix, incomplete",1
434,435,0.40773651899999996,1.3378242009999999,0.42389104899999996,0.970240557,"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",3
435,436,0.5114368739999999,1.6769826209999998,0.29890673100000004,1.400531699,"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3
436,437,1.49247778,1.112569242,0.656290278,0.33147038100000004,"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",3
437,438,0.503323946,1.178408808,0.959796825,0.5348043060000001,"Pie Crust, Cookie-type, Chocolate, Ready Crust",1
438,439,1.766945148,1.215365265,0.815396756,1.067545998,"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",3
439,440,1.866011171,1.705509109,0.49482883,0.89747829,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",3
440,441,0.168332338,0.438068557,0.072902222,0.34299112200000004,"Pie crust, deep dish, frozen, baked, made with enriched flour",1
441,442,1.772705016,1.4097518880000002,1.47722406,0.832696184,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, raw",3
442,443,1.210935852,0.276872663,1.6624343209999999,0.47462691700000004,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",1
443,444,1.4993716959999999,1.487902471,0.621770548,1.148899481,"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",3
444,445,0.895783652,1.887312101,0.37619376200000004,0.2823206,"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked, braised",3
445,446,0.113610738,0.266133287,0.803118964,1.1072691909999999,"Pie, banana cream, prepared from recipe",1
446,447,0.784647973,0.050489772,0.894341135,1.091474322,"Pie, blueberry, commercially prepared",1
447,448,0.203217271,0.149241275,1.866124275,0.838100609,"Collards, frozen, chopped, unprepared",1
448,449,4.016889679,3.979364467,0.71886956,0.101036515,"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",3
449,450,1.076920745,0.972394924,0.9660579570000001,1.266741154,"Corn flour, yellow, masa, enriched",3
450,451,0.45286908299999995,0.153513755,0.770810167,0.821880464,"Pie, cherry, commercially prepared",1
451,452,2.135642684,0.19212098800000002,0.474682518,1.342727671,"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",1
452,453,1.310237681,0.7981113679999999,0.9011300320000001,1.314379514,"Corn grain, white",3
453,454,0.738095293,0.304450432,0.761086624,0.537190345,"Pie, Dutch Apple, Commercially Prepared",1
454,455,0.63779581,0.331637377,0.080875343,1.255030867,"Pie, fried pies, fruit",1
455,456,0.980418129,0.238661546,0.47026523299999995,0.65345261,"Pillsbury, Buttermilk Biscuits, Artificial Flavor, refrigerated dough",1
456,457,0.257968845,0.497821715,1.209315695,0.31761866899999996,"Pillsbury, Chocolate Chip Cookies, refrigerated dough",1
457,458,0.9714758840000001,1.957896391,1.362892552,1.318238195,"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3
458,459,1.009006927,1.181737705,2.7723579480000002,2.274001381,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",2
459,460,0.411157379,0.167290272,2.0821732,1.578598809,"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",2
460,461,2.705727048,1.7445011719999999,1.647004011,1.573770133,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",3
461,462,0.273193505,0.705031848,0.439559136,1.4521094909999999,"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",1
462,463,0.840404713,0.8581655999999999,1.575103674,0.442500624,"Pillsbury, Crusty French Loaf, refrigerated dough",1
463,464,0.170558634,0.8932320559999999,1.295927756,1.770563625,"Corn, sweet, yellow, canned, vacuum pack, regular pack",1
464,465,1.4466322409999999,1.455464785,0.87766793,0.543554578,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",3
465,466,0.303004655,0.048792536,0.615499356,0.786662448,"Popcorn, sugar syrup/caramel, fat-free",1
466,467,0.677243045,0.466632345,1.4690851109999998,1.6488167669999998,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",1
